center,left,right,steering,throttle,brake,speed
./IMG/center_2016_12_01_13_31_14_702.jpg, ./IMG/left_2016_12_01_13_31_14_702.jpg, ./IMG/right_2016_12_01_13_31_14_702.jpg, 0, 0, 0, 1.218291
./IMG/center_2016_12_01_13_31_14_803.jpg, ./IMG/left_2016_12_01_13_31_14_803.jpg, ./IMG/right_2016_12_01_13_31_14_803.jpg, 0, 0, 0, 1.206346
./IMG/center_2016_12_01_13_31_14_904.jpg, ./IMG/left_2016_12_01_13_31_14_904.jpg, ./IMG/right_2016_12_01_13_31_14_904.jpg, 0, 0, 0, 1.194345
./IMG/center_2016_12_01_13_31_15_005.jpg, ./IMG/left_2016_12_01_13_31_15_005.jpg, ./IMG/right_2016_12_01_13_31_15_005.jpg, 0, 0, 0, 1.182352
./IMG/center_2016_12_01_13_31_15_106.jpg, ./IMG/left_2016_12_01_13_31_15_106.jpg, ./IMG/right_2016_12_01_13_31_15_106.jpg, 0, 0, 0, 1.170474
./IMG/center_2016_12_01_13_31_15_208.jpg, ./IMG/left_2016_12_01_13_31_15_208.jpg, ./IMG/right_2016_12_01_13_31_15_208.jpg, 0, 0, 0, 1.156378
./IMG/center_2016_12_01_13_31_15_308.jpg, ./IMG/left_2016_12_01_13_31_15_308.jpg, ./IMG/right_2016_12_01_13_31_15_308.jpg, 0, 0, 0, 1.144761
./IMG/center_2016_12_01_13_31_15_411.jpg, ./IMG/left_2016_12_01_13_31_15_411.jpg, ./IMG/right_2016_12_01_13_31_15_411.jpg, 0, 0, 0, 1.13326
./IMG/center_2016_12_01_13_31_15_513.jpg, ./IMG/left_2016_12_01_13_31_15_513.jpg, ./IMG/right_2016_12_01_13_31_15_513.jpg, 0, 0, 0, 1.121875
./IMG/center_2016_12_01_13_32_35_588.jpg, ./IMG/left_2016_12_01_13_32_35_588.jpg, ./IMG/right_2016_12_01_13_32_35_588.jpg, 0, 0, 0, 1.087376
./IMG/center_2016_12_01_13_32_39_212.jpg, ./IMG/left_2016_12_01_13_32_39_212.jpg, ./IMG/right_2016_12_01_13_32_39_212.jpg, 0, 0, 0, 0.7550651
./IMG/center_2016_12_01_13_32_40_171.jpg, ./IMG/left_2016_12_01_13_32_40_171.jpg, ./IMG/right_2016_12_01_13_32_40_171.jpg, 0, 0, 0, 0.685472
./IMG/center_2016_12_01_13_32_41_438.jpg, ./IMG/left_2016_12_01_13_32_41_438.jpg, ./IMG/right_2016_12_01_13_32_41_438.jpg, 0, 0, 0, 0.6037826
./IMG/center_2016_12_01_13_32_41_538.jpg, ./IMG/left_2016_12_01_13_32_41_538.jpg, ./IMG/right_2016_12_01_13_32_41_538.jpg, 0, 0, 0, 0.597733
./IMG/center_2016_12_01_13_32_41_640.jpg, ./IMG/left_2016_12_01_13_32_41_640.jpg, ./IMG/right_2016_12_01_13_32_41_640.jpg, 0, 0, 0, 0.5917443
./IMG/center_2016_12_01_13_32_41_740.jpg, ./IMG/left_2016_12_01_13_32_41_740.jpg, ./IMG/right_2016_12_01_13_32_41_740.jpg, 0, 0, 0, 0.5858157
./IMG/center_2016_12_01_13_32_41_841.jpg, ./IMG/left_2016_12_01_13_32_41_841.jpg, ./IMG/right_2016_12_01_13_32_41_841.jpg, 0, 0, 0, 0.5799465
./IMG/center_2016_12_01_13_32_41_943.jpg, ./IMG/left_2016_12_01_13_32_41_943.jpg, ./IMG/right_2016_12_01_13_32_41_943.jpg, 0, 0, 0, 0.5741369
./IMG/center_2016_12_01_13_32_42_043.jpg, ./IMG/left_2016_12_01_13_32_42_043.jpg, ./IMG/right_2016_12_01_13_32_42_043.jpg, 0, 0, 0, 0.5683888
./IMG/center_2016_12_01_13_32_42_143.jpg, ./IMG/left_2016_12_01_13_32_42_143.jpg, ./IMG/right_2016_12_01_13_32_42_143.jpg, 0, 0, 0, 0.5626981
./IMG/center_2016_12_01_13_32_42_245.jpg, ./IMG/left_2016_12_01_13_32_42_245.jpg, ./IMG/right_2016_12_01_13_32_42_245.jpg, 0, 0, 0, 0.5570646
./IMG/center_2016_12_01_13_32_42_346.jpg, ./IMG/left_2016_12_01_13_32_42_346.jpg, ./IMG/right_2016_12_01_13_32_42_346.jpg, 0, 0, 0, 0.5514876
./IMG/center_2016_12_01_13_32_42_446.jpg, ./IMG/left_2016_12_01_13_32_42_446.jpg, ./IMG/right_2016_12_01_13_32_42_446.jpg, 0, 0, 0, 0.5459665
./IMG/center_2016_12_01_13_32_42_548.jpg, ./IMG/left_2016_12_01_13_32_42_548.jpg, ./IMG/right_2016_12_01_13_32_42_548.jpg, 0, 0, 0, 0.5394107
./IMG/center_2016_12_01_13_32_42_648.jpg, ./IMG/left_2016_12_01_13_32_42_648.jpg, ./IMG/right_2016_12_01_13_32_42_648.jpg, 0, 0, 0, 0.5340073
./IMG/center_2016_12_01_13_32_42_749.jpg, ./IMG/left_2016_12_01_13_32_42_749.jpg, ./IMG/right_2016_12_01_13_32_42_749.jpg, 0, 0, 0, 0.5285226
./IMG/center_2016_12_01_13_32_42_851.jpg, ./IMG/left_2016_12_01_13_32_42_851.jpg, ./IMG/right_2016_12_01_13_32_42_851.jpg, 0, 0, 0, 0.5231478
./IMG/center_2016_12_01_13_32_42_952.jpg, ./IMG/left_2016_12_01_13_32_42_952.jpg, ./IMG/right_2016_12_01_13_32_42_952.jpg, 0, 0, 0, 0.5179049
./IMG/center_2016_12_01_13_32_43_053.jpg, ./IMG/left_2016_12_01_13_32_43_053.jpg, ./IMG/right_2016_12_01_13_32_43_053.jpg, 0, 0, 0, 0.5127146
./IMG/center_2016_12_01_13_32_43_154.jpg, ./IMG/left_2016_12_01_13_32_43_154.jpg, ./IMG/right_2016_12_01_13_32_43_154.jpg, 0, 0, 0, 0.5075763
./IMG/center_2016_12_01_13_32_43_256.jpg, ./IMG/left_2016_12_01_13_32_43_256.jpg, ./IMG/right_2016_12_01_13_32_43_256.jpg, 0, 0, 0, 0.5024896
./IMG/center_2016_12_01_13_32_43_357.jpg, ./IMG/left_2016_12_01_13_32_43_357.jpg, ./IMG/right_2016_12_01_13_32_43_357.jpg, 0, 0.735778, 0, 0.9536688
./IMG/center_2016_12_01_13_32_43_457.jpg, ./IMG/left_2016_12_01_13_32_43_457.jpg, ./IMG/right_2016_12_01_13_32_43_457.jpg, 0.0617599, 0.9855326, 0, 2.124567
./IMG/center_2016_12_01_13_32_43_558.jpg, ./IMG/left_2016_12_01_13_32_43_558.jpg, ./IMG/right_2016_12_01_13_32_43_558.jpg, 0.05219137, 0.9855326, 0, 3.286475
./IMG/center_2016_12_01_13_32_43_659.jpg, ./IMG/left_2016_12_01_13_32_43_659.jpg, ./IMG/right_2016_12_01_13_32_43_659.jpg, 0.05219137, 0.9855326, 0, 4.440864
./IMG/center_2016_12_01_13_32_43_761.jpg, ./IMG/left_2016_12_01_13_32_43_761.jpg, ./IMG/right_2016_12_01_13_32_43_761.jpg, 0.3679529, 0.9855326, 0, 5.565724
./IMG/center_2016_12_01_13_32_43_862.jpg, ./IMG/left_2016_12_01_13_32_43_862.jpg, ./IMG/right_2016_12_01_13_32_43_862.jpg, 0.5784606, 0.9855326, 0, 6.626935
./IMG/center_2016_12_01_13_32_43_963.jpg, ./IMG/left_2016_12_01_13_32_43_963.jpg, ./IMG/right_2016_12_01_13_32_43_963.jpg, 0.5784606, 0.9855326, 0, 7.730138
./IMG/center_2016_12_01_13_32_44_064.jpg, ./IMG/left_2016_12_01_13_32_44_064.jpg, ./IMG/right_2016_12_01_13_32_44_064.jpg, 0.1670138, 0.9855326, 0, 8.83677
./IMG/center_2016_12_01_13_32_44_165.jpg, ./IMG/left_2016_12_01_13_32_44_165.jpg, ./IMG/right_2016_12_01_13_32_44_165.jpg, 0, 0.9855326, 0, 9.903404
./IMG/center_2016_12_01_13_32_44_266.jpg, ./IMG/left_2016_12_01_13_32_44_266.jpg, ./IMG/right_2016_12_01_13_32_44_266.jpg, 0, 0.9855326, 0, 10.99288
./IMG/center_2016_12_01_13_32_44_368.jpg, ./IMG/left_2016_12_01_13_32_44_368.jpg, ./IMG/right_2016_12_01_13_32_44_368.jpg, 0, 0.9855326, 0, 12.31618
./IMG/center_2016_12_01_13_32_44_468.jpg, ./IMG/left_2016_12_01_13_32_44_468.jpg, ./IMG/right_2016_12_01_13_32_44_468.jpg, 0, 0.9855326, 0, 13.35268
./IMG/center_2016_12_01_13_32_44_569.jpg, ./IMG/left_2016_12_01_13_32_44_569.jpg, ./IMG/right_2016_12_01_13_32_44_569.jpg, 0, 0.9855326, 0, 14.41762
./IMG/center_2016_12_01_13_32_44_671.jpg, ./IMG/left_2016_12_01_13_32_44_671.jpg, ./IMG/right_2016_12_01_13_32_44_671.jpg, 0, 0.9855326, 0, 15.42111
./IMG/center_2016_12_01_13_32_44_772.jpg, ./IMG/left_2016_12_01_13_32_44_772.jpg, ./IMG/right_2016_12_01_13_32_44_772.jpg, 0, 0.9855326, 0, 16.51585
./IMG/center_2016_12_01_13_32_44_873.jpg, ./IMG/left_2016_12_01_13_32_44_873.jpg, ./IMG/right_2016_12_01_13_32_44_873.jpg, 0, 0.9855326, 0, 17.50468
./IMG/center_2016_12_01_13_32_44_974.jpg, ./IMG/left_2016_12_01_13_32_44_974.jpg, ./IMG/right_2016_12_01_13_32_44_974.jpg, 0, 0.9855326, 0, 18.54293
./IMG/center_2016_12_01_13_32_45_074.jpg, ./IMG/left_2016_12_01_13_32_45_074.jpg, ./IMG/right_2016_12_01_13_32_45_074.jpg, 0, 0.9855326, 0, 19.54433
./IMG/center_2016_12_01_13_32_45_174.jpg, ./IMG/left_2016_12_01_13_32_45_174.jpg, ./IMG/right_2016_12_01_13_32_45_174.jpg, 0, 0.9855326, 0, 20.54383
./IMG/center_2016_12_01_13_32_45_275.jpg, ./IMG/left_2016_12_01_13_32_45_275.jpg, ./IMG/right_2016_12_01_13_32_45_275.jpg, 0.08089697, 0.9855326, 0, 21.52514
./IMG/center_2016_12_01_13_32_45_377.jpg, ./IMG/left_2016_12_01_13_32_45_377.jpg, ./IMG/right_2016_12_01_13_32_45_377.jpg, 0.0904655, 0.9855326, 0, 22.49719
./IMG/center_2016_12_01_13_32_45_477.jpg, ./IMG/left_2016_12_01_13_32_45_477.jpg, ./IMG/right_2016_12_01_13_32_45_477.jpg, 0.0904655, 0.9855326, 0, 23.45835
./IMG/center_2016_12_01_13_32_45_578.jpg, ./IMG/left_2016_12_01_13_32_45_578.jpg, ./IMG/right_2016_12_01_13_32_45_578.jpg, 0.1574452, 0.9855326, 0, 24.40969
./IMG/center_2016_12_01_13_32_45_679.jpg, ./IMG/left_2016_12_01_13_32_45_679.jpg, ./IMG/right_2016_12_01_13_32_45_679.jpg, 0.1765823, 0.9855326, 0, 25.34023
./IMG/center_2016_12_01_13_32_45_780.jpg, ./IMG/left_2016_12_01_13_32_45_780.jpg, ./IMG/right_2016_12_01_13_32_45_780.jpg, 0.1765823, 0.9855326, 0, 26.26871
./IMG/center_2016_12_01_13_32_45_881.jpg, ./IMG/left_2016_12_01_13_32_45_881.jpg, ./IMG/right_2016_12_01_13_32_45_881.jpg, 0, 0.9855326, 0, 27.19565
./IMG/center_2016_12_01_13_32_45_982.jpg, ./IMG/left_2016_12_01_13_32_45_982.jpg, ./IMG/right_2016_12_01_13_32_45_982.jpg, 0, 0.9855326, 0, 28.11004
./IMG/center_2016_12_01_13_32_46_084.jpg, ./IMG/left_2016_12_01_13_32_46_084.jpg, ./IMG/right_2016_12_01_13_32_46_084.jpg, 0, 0.9855326, 0, 29.01799
./IMG/center_2016_12_01_13_32_46_185.jpg, ./IMG/left_2016_12_01_13_32_46_185.jpg, ./IMG/right_2016_12_01_13_32_46_185.jpg, -0.0787459, 0.9855326, 0, 29.91009
./IMG/center_2016_12_01_13_32_46_285.jpg, ./IMG/left_2016_12_01_13_32_46_285.jpg, ./IMG/right_2016_12_01_13_32_46_285.jpg, -0.0787459, 0.9855326, 0, 30.18595
./IMG/center_2016_12_01_13_32_46_385.jpg, ./IMG/left_2016_12_01_13_32_46_385.jpg, ./IMG/right_2016_12_01_13_32_46_385.jpg, -0.0787459, 0.9855326, 0, 30.18617
./IMG/center_2016_12_01_13_32_46_486.jpg, ./IMG/left_2016_12_01_13_32_46_486.jpg, ./IMG/right_2016_12_01_13_32_46_486.jpg, -0.0787459, 0.9855326, 0, 30.18633
./IMG/center_2016_12_01_13_32_46_587.jpg, ./IMG/left_2016_12_01_13_32_46_587.jpg, ./IMG/right_2016_12_01_13_32_46_587.jpg, 0, 0.9855326, 0, 30.18642
./IMG/center_2016_12_01_13_32_46_689.jpg, ./IMG/left_2016_12_01_13_32_46_689.jpg, ./IMG/right_2016_12_01_13_32_46_689.jpg, 0, 0.9855326, 0, 30.18659
./IMG/center_2016_12_01_13_32_46_789.jpg, ./IMG/left_2016_12_01_13_32_46_789.jpg, ./IMG/right_2016_12_01_13_32_46_789.jpg, 0, 0.9855326, 0, 30.18663
./IMG/center_2016_12_01_13_32_46_890.jpg, ./IMG/left_2016_12_01_13_32_46_890.jpg, ./IMG/right_2016_12_01_13_32_46_890.jpg, 0, 0.9855326, 0, 30.18665
./IMG/center_2016_12_01_13_32_46_991.jpg, ./IMG/left_2016_12_01_13_32_46_991.jpg, ./IMG/right_2016_12_01_13_32_46_991.jpg, 0.05219137, 0.9855326, 0, 30.18593
./IMG/center_2016_12_01_13_32_47_091.jpg, ./IMG/left_2016_12_01_13_32_47_091.jpg, ./IMG/right_2016_12_01_13_32_47_091.jpg, 0.05219137, 0.9855326, 0, 30.18629
./IMG/center_2016_12_01_13_32_47_192.jpg, ./IMG/left_2016_12_01_13_32_47_192.jpg, ./IMG/right_2016_12_01_13_32_47_192.jpg, 0.0904655, 0.9855326, 0, 30.08726
./IMG/center_2016_12_01_13_32_47_293.jpg, ./IMG/left_2016_12_01_13_32_47_293.jpg, ./IMG/right_2016_12_01_13_32_47_293.jpg, 0.38709, 0.9855326, 0, 30.18586
./IMG/center_2016_12_01_13_32_47_394.jpg, ./IMG/left_2016_12_01_13_32_47_394.jpg, ./IMG/right_2016_12_01_13_32_47_394.jpg, 0.3583844, 0.9855326, 0, 30.0653
./IMG/center_2016_12_01_13_32_47_495.jpg, ./IMG/left_2016_12_01_13_32_47_495.jpg, ./IMG/right_2016_12_01_13_32_47_495.jpg, 0.05219137, 0.9855326, 0, 30.20486
./IMG/center_2016_12_01_13_32_47_595.jpg, ./IMG/left_2016_12_01_13_32_47_595.jpg, ./IMG/right_2016_12_01_13_32_47_595.jpg, 0, 0.9855326, 0, 30.18726
./IMG/center_2016_12_01_13_32_47_695.jpg, ./IMG/left_2016_12_01_13_32_47_695.jpg, ./IMG/right_2016_12_01_13_32_47_695.jpg, 0, 0.9855326, 0, 30.18701
./IMG/center_2016_12_01_13_32_47_797.jpg, ./IMG/left_2016_12_01_13_32_47_797.jpg, ./IMG/right_2016_12_01_13_32_47_797.jpg, 0, 0.9855326, 0, 30.18703
./IMG/center_2016_12_01_13_32_47_897.jpg, ./IMG/left_2016_12_01_13_32_47_897.jpg, ./IMG/right_2016_12_01_13_32_47_897.jpg, 0, 0.9855326, 0, 30.1871
./IMG/center_2016_12_01_13_32_47_998.jpg, ./IMG/left_2016_12_01_13_32_47_998.jpg, ./IMG/right_2016_12_01_13_32_47_998.jpg, 0, 0.9855326, 0, 30.18711
./IMG/center_2016_12_01_13_32_48_098.jpg, ./IMG/left_2016_12_01_13_32_48_098.jpg, ./IMG/right_2016_12_01_13_32_48_098.jpg, -0.03127411, 0.9855326, 0, 30.1869
./IMG/center_2016_12_01_13_32_48_200.jpg, ./IMG/left_2016_12_01_13_32_48_200.jpg, ./IMG/right_2016_12_01_13_32_48_200.jpg, -0.05975719, 0.9855326, 0, 30.1865
./IMG/center_2016_12_01_13_32_48_302.jpg, ./IMG/left_2016_12_01_13_32_48_302.jpg, ./IMG/right_2016_12_01_13_32_48_302.jpg, -0.05975719, 0.9855326, 0, 30.18676
./IMG/center_2016_12_01_13_32_48_402.jpg, ./IMG/left_2016_12_01_13_32_48_402.jpg, ./IMG/right_2016_12_01_13_32_48_402.jpg, -0.05975719, 0.9855326, 0, 30.18687
./IMG/center_2016_12_01_13_32_48_503.jpg, ./IMG/left_2016_12_01_13_32_48_503.jpg, ./IMG/right_2016_12_01_13_32_48_503.jpg, -0.05975719, 0.9855326, 0, 30.18692
./IMG/center_2016_12_01_13_32_48_604.jpg, ./IMG/left_2016_12_01_13_32_48_604.jpg, ./IMG/right_2016_12_01_13_32_48_604.jpg, -0.05975719, 0.9855326, 0, 30.18694
./IMG/center_2016_12_01_13_32_48_705.jpg, ./IMG/left_2016_12_01_13_32_48_705.jpg, ./IMG/right_2016_12_01_13_32_48_705.jpg, -0.05975719, 0.9855326, 0, 30.18695
./IMG/center_2016_12_01_13_32_48_805.jpg, ./IMG/left_2016_12_01_13_32_48_805.jpg, ./IMG/right_2016_12_01_13_32_48_805.jpg, -0.05975719, 0.9855326, 0, 30.18692
./IMG/center_2016_12_01_13_32_48_906.jpg, ./IMG/left_2016_12_01_13_32_48_906.jpg, ./IMG/right_2016_12_01_13_32_48_906.jpg, -0.05975719, 0.9855326, 0, 30.18688
./IMG/center_2016_12_01_13_32_49_008.jpg, ./IMG/left_2016_12_01_13_32_49_008.jpg, ./IMG/right_2016_12_01_13_32_49_008.jpg, -0.05975719, 0.9855326, 0, 30.18689
./IMG/center_2016_12_01_13_32_49_109.jpg, ./IMG/left_2016_12_01_13_32_49_109.jpg, ./IMG/right_2016_12_01_13_32_49_109.jpg, -0.05975719, 0.9855326, 0, 30.18686
./IMG/center_2016_12_01_13_32_49_210.jpg, ./IMG/left_2016_12_01_13_32_49_210.jpg, ./IMG/right_2016_12_01_13_32_49_210.jpg, -0.04076847, 0.9855326, 0, 30.18702
./IMG/center_2016_12_01_13_32_49_311.jpg, ./IMG/left_2016_12_01_13_32_49_311.jpg, ./IMG/right_2016_12_01_13_32_49_311.jpg, 0, 0.9855326, 0, 30.18685
./IMG/center_2016_12_01_13_32_49_413.jpg, ./IMG/left_2016_12_01_13_32_49_413.jpg, ./IMG/right_2016_12_01_13_32_49_413.jpg, 0, 0.9855326, 0, 30.18692
./IMG/center_2016_12_01_13_32_49_514.jpg, ./IMG/left_2016_12_01_13_32_49_514.jpg, ./IMG/right_2016_12_01_13_32_49_514.jpg, 0.01391724, 0.9855326, 0, 30.18683
./IMG/center_2016_12_01_13_32_49_615.jpg, ./IMG/left_2016_12_01_13_32_49_615.jpg, ./IMG/right_2016_12_01_13_32_49_615.jpg, 0.01391724, 0.9855326, 0, 30.18687
./IMG/center_2016_12_01_13_32_49_715.jpg, ./IMG/left_2016_12_01_13_32_49_715.jpg, ./IMG/right_2016_12_01_13_32_49_715.jpg, 0.01391724, 0.9855326, 0, 30.1869
./IMG/center_2016_12_01_13_32_49_817.jpg, ./IMG/left_2016_12_01_13_32_49_817.jpg, ./IMG/right_2016_12_01_13_32_49_817.jpg, 0, 0.9855326, 0, 30.18689
./IMG/center_2016_12_01_13_32_49_919.jpg, ./IMG/left_2016_12_01_13_32_49_919.jpg, ./IMG/right_2016_12_01_13_32_49_919.jpg, 0, 0.9855326, 0, 30.18693
./IMG/center_2016_12_01_13_32_50_019.jpg, ./IMG/left_2016_12_01_13_32_50_019.jpg, ./IMG/right_2016_12_01_13_32_50_019.jpg, 0, 0.9855326, 0, 30.18692
./IMG/center_2016_12_01_13_32_50_121.jpg, ./IMG/left_2016_12_01_13_32_50_121.jpg, ./IMG/right_2016_12_01_13_32_50_121.jpg, 0, 0.9855326, 0, 30.18692
./IMG/center_2016_12_01_13_32_50_222.jpg, ./IMG/left_2016_12_01_13_32_50_222.jpg, ./IMG/right_2016_12_01_13_32_50_222.jpg, 0, 0.9855326, 0, 30.18693
./IMG/center_2016_12_01_13_32_50_323.jpg, ./IMG/left_2016_12_01_13_32_50_323.jpg, ./IMG/right_2016_12_01_13_32_50_323.jpg, 0, 0.9855326, 0, 30.18691
./IMG/center_2016_12_01_13_32_50_424.jpg, ./IMG/left_2016_12_01_13_32_50_424.jpg, ./IMG/right_2016_12_01_13_32_50_424.jpg, 0, 0.9855326, 0, 30.18691
./IMG/center_2016_12_01_13_32_50_524.jpg, ./IMG/left_2016_12_01_13_32_50_524.jpg, ./IMG/right_2016_12_01_13_32_50_524.jpg, 0, 0.9855326, 0, 30.18689
./IMG/center_2016_12_01_13_32_50_624.jpg, ./IMG/left_2016_12_01_13_32_50_624.jpg, ./IMG/right_2016_12_01_13_32_50_624.jpg, 0, 0.9855326, 0, 30.18691
./IMG/center_2016_12_01_13_32_50_726.jpg, ./IMG/left_2016_12_01_13_32_50_726.jpg, ./IMG/right_2016_12_01_13_32_50_726.jpg, 0, 0.9855326, 0, 30.18692
./IMG/center_2016_12_01_13_32_50_827.jpg, ./IMG/left_2016_12_01_13_32_50_827.jpg, ./IMG/right_2016_12_01_13_32_50_827.jpg, 0, 0.9855326, 0, 30.18692
./IMG/center_2016_12_01_13_32_50_928.jpg, ./IMG/left_2016_12_01_13_32_50_928.jpg, ./IMG/right_2016_12_01_13_32_50_928.jpg, 0, 0.9855326, 0, 30.18692
./IMG/center_2016_12_01_13_32_51_028.jpg, ./IMG/left_2016_12_01_13_32_51_028.jpg, ./IMG/right_2016_12_01_13_32_51_028.jpg, 0, 0.9855326, 0, 30.18693
./IMG/center_2016_12_01_13_32_51_130.jpg, ./IMG/left_2016_12_01_13_32_51_130.jpg, ./IMG/right_2016_12_01_13_32_51_130.jpg, 0, 0.9855326, 0, 30.18692
./IMG/center_2016_12_01_13_32_51_235.jpg, ./IMG/left_2016_12_01_13_32_51_235.jpg, ./IMG/right_2016_12_01_13_32_51_235.jpg, 0, 0.9855326, 0, 30.18692
./IMG/center_2016_12_01_13_32_51_335.jpg, ./IMG/left_2016_12_01_13_32_51_335.jpg, ./IMG/right_2016_12_01_13_32_51_335.jpg, 0, 0.9855326, 0, 30.18689
./IMG/center_2016_12_01_13_32_51_437.jpg, ./IMG/left_2016_12_01_13_32_51_437.jpg, ./IMG/right_2016_12_01_13_32_51_437.jpg, 0.01391724, 0.9855326, 0, 30.18687
./IMG/center_2016_12_01_13_32_51_538.jpg, ./IMG/left_2016_12_01_13_32_51_538.jpg, ./IMG/right_2016_12_01_13_32_51_538.jpg, 0.1287396, 0.9855326, 0, 30.18258
./IMG/center_2016_12_01_13_32_51_639.jpg, ./IMG/left_2016_12_01_13_32_51_639.jpg, ./IMG/right_2016_12_01_13_32_51_639.jpg, 0.2148564, 0.9855326, 0, 30.17934
./IMG/center_2016_12_01_13_32_51_740.jpg, ./IMG/left_2016_12_01_13_32_51_740.jpg, ./IMG/right_2016_12_01_13_32_51_740.jpg, 0.2148564, 0.9855326, 0, 30.18322
./IMG/center_2016_12_01_13_32_51_842.jpg, ./IMG/left_2016_12_01_13_32_51_842.jpg, ./IMG/right_2016_12_01_13_32_51_842.jpg, 0, 0.9855326, 0, 30.18424
./IMG/center_2016_12_01_13_32_51_944.jpg, ./IMG/left_2016_12_01_13_32_51_944.jpg, ./IMG/right_2016_12_01_13_32_51_944.jpg, 0, 0.9855326, 0, 30.18683
./IMG/center_2016_12_01_13_32_52_045.jpg, ./IMG/left_2016_12_01_13_32_52_045.jpg, ./IMG/right_2016_12_01_13_32_52_045.jpg, 0, 0.9855326, 0, 30.18708
./IMG/center_2016_12_01_13_32_52_146.jpg, ./IMG/left_2016_12_01_13_32_52_146.jpg, ./IMG/right_2016_12_01_13_32_52_146.jpg, 0, 0.9855326, 0, 30.18709
./IMG/center_2016_12_01_13_32_52_248.jpg, ./IMG/left_2016_12_01_13_32_52_248.jpg, ./IMG/right_2016_12_01_13_32_52_248.jpg, 0, 0.9855326, 0, 30.18709
./IMG/center_2016_12_01_13_32_52_350.jpg, ./IMG/left_2016_12_01_13_32_52_350.jpg, ./IMG/right_2016_12_01_13_32_52_350.jpg, -0.08824026, 0.9855326, 0, 30.18482
./IMG/center_2016_12_01_13_32_52_450.jpg, ./IMG/left_2016_12_01_13_32_52_450.jpg, ./IMG/right_2016_12_01_13_32_52_450.jpg, -0.2306556, 0.9855326, 0, 30.17673
